,nums,aks
300,643,247.60799940000288
301,645,0.00010210000618826598
302,647,145.32867059999262
303,649,0.00012250000145286322
304,651,7.79999973019585e-05
305,653,147.91943639999954
306,655,0.0001112000027205795
307,657,7.840000034775585e-05
308,659,210.616320599991
309,661,150.35856510000303
310,663,0.00010400000610388815
311,665,0.00012159999459981918
312,667,0.00011520000407472253
313,669,0.00013010000111535192
314,671,8.13000078778714e-05
315,673,217.34300789999543
316,675,0.00011400000948924571
317,677,358.923684399997
318,679,0.00033850000181701034
319,681,0.00029350000841077417
320,683,236.0203712999937
321,685,0.00016260000120382756
322,687,9.020000288728625e-05
323,689,0.00014109999756328762
324,691,281.0603250999993
325,693,0.000145800004247576
326,695,0.00010760000441223383
327,697,0.00026050000451505184
328,699,0.00013359999866224825
329,701,274.3473507000017
330,703,0.00019540000357665122
331,705,0.00029680000443477184
332,707,0.00024909999046940356
333,709,240.22836160000588
334,711,9.760000102687627e-05
335,713,0.00010609999299049377
336,715,0.00012510000669863075
337,717,0.00010060000931844115
338,719,222.72961969999596
339,721,0.00010180000390391797
340,723,8.009999874047935e-05
341,725,7.840000034775585e-05
342,727,267.43732169999566
343,729,3.919999289792031e-05
344,731,0.0005390000005718321
345,733,258.52260849998856
346,735,0.00010370000381954014
347,737,0.00013980000221636146
348,739,235.3377044999943
349,741,0.0001016000023810193
350,743,422.9297252999968
351,745,0.0002908000024035573
352,747,0.00021720000950153917
353,749,0.0001846000086516142
354,751,313.564234999998
355,753,0.00011409999569877982
356,755,0.00013120000949129462
357,757,275.93125619999773
358,759,0.000229199999012053
359,761,249.98237269998936
360,763,0.0001142999972216785
361,765,9.459999273531139e-05
362,767,8.690000686328858e-05
363,769,188.85385739999765
364,771,0.0001218999968841672
365,773,213.83696729999792
366,775,0.000119399992399849
367,777,9.09000082174316e-05
368,779,0.00012260000221431255
369,781,0.00013049998960923404
370,783,8.270000398624688e-05
371,785,0.0001297000126214698
372,787,258.0944132000004
373,789,0.00011139998969156295
374,791,0.0001303999888477847
375,793,0.00015190000704023987
376,795,0.0002243999915663153
377,797,202.44153619999997
378,799,0.00013630000466946512
379,801,8.269998943433166e-05
380,803,0.0001508999994257465
381,805,9.649999265093356e-05
382,807,8.110000635497272e-05
383,809,250.0354071000038
384,811,237.90529130000505
385,813,0.0001846000086516142
386,815,0.0002615000121295452
387,817,0.00026729999808594584
388,819,0.00018250000721309334
389,821,286.6105499999976
390,823,245.47635309999168
391,825,0.0001142999972216785
392,827,290.2495695999969
393,829,263.51960770000005
394,831,0.00013099999341648072
395,833,0.00011989999620709568
396,835,9.560000034980476e-05
397,837,0.00011300000187475234
398,839,686.7915974000061
399,841,2.9800008633174002e-05
400,843,0.0001260999997612089
401,845,0.00020809999841731042
402,847,0.00021399999968707561
403,849,0.00023320000036619604
404,851,0.0004538999928627163
405,853,305.6320706000115
406,855,0.0002480999974068254
407,857,358.6556101000024
408,859,241.83613329999207
409,861,0.0001069000136340037
410,863,250.5522224999877
411,865,9.919999865815043e-05
412,867,8.609998621977866e-05
413,869,0.00011680000170599669
414,871,0.0001644000003580004
415,873,8.280000474769622e-05
416,875,8.260000322479755e-05
417,877,300.4282726000092
418,879,0.00024390000908169895
419,881,285.8159137000039
420,883,257.40751449999516
421,885,0.00021500000730156898
422,887,261.5528745000047
423,889,0.00012820000119972974
424,891,8.339999476447701e-05
425,893,0.00035740000021178275
426,895,0.00010289999772794545
427,897,8.190001244656742e-05
428,899,0.00019129998690914363
429,901,0.00011730000551324338
430,903,8.22000001790002e-05
431,905,0.00013719999697059393
432,907,276.98868859998765
433,909,0.00011320000339765102
434,911,279.6291981999966
435,913,0.0004523999959928915
436,915,0.00023890000011306256
437,917,0.00033319999056402594
438,919,334.0815498000011
439,921,0.00010760000441223383
440,923,0.0001306000049225986
441,925,0.00010740000288933516
442,927,0.00011799999629147351
443,929,337.90477459999966
444,931,0.0003536000003805384
445,933,0.0003389000048628077
446,935,0.0002234999992651865
447,937,298.88899700000184
448,939,0.0001416000013705343
449,941,373.35047030000715
450,943,0.000370699999621138
451,945,0.00025180001102853566
452,947,305.9831813000055
453,949,0.0001804999919841066
454,951,0.00011199999426025897
455,953,363.1268041000003
456,955,0.00019120000069960952
457,957,0.00010279999696649611
458,959,8.55999969644472e-05
459,961,6.700007361359894e-06
460,963,9.57000011112541e-05
461,965,0.00010869999823626131
462,967,332.0069848999992
463,969,0.0001399000029778108
464,971,336.0080980000057
465,973,0.00023099999816622585
466,975,0.00022029998945072293
467,977,581.396923399996
468,979,0.0001188000023830682
469,981,8.690000686328858e-05
470,983,328.59315600000264
471,985,0.0003237000055378303
472,987,0.0001996000064536929
473,989,0.0003104999923380092
474,991,43434.3847062
475,993,0.00026939998497255147
476,995,0.0003369000041857362
477,997,391.81122359997244
478,999,0.00011799999629147351
